#&a / °	I1 / %
-1.889	10.3
-1.892	10.3
-1.895	10.3
-1.898	10.3
-1.901	10.3
-1.904	10.3
-1.907	10.3
-1.910	10.3
-1.913	10.3
-1.916	10.3
-1.918	10.3
-1.921	10.3
-1.924	10.3
-1.927	10.3
-1.930	10.3
-1.933	10.3
-1.936	10.3
-1.939	10.3
-1.942	10.3
-1.945	10.3
-1.948	10.3
-1.951	10.3
-1.954	10.3
-1.957	10.3
-1.960	10.3
-1.963	10.3
-1.966	10.3
-1.969	10.3
-1.972	10.3
-1.975	10.3
-1.978	10.3
-1.981	10.3
-1.984	10.3
-1.987	10.3
-1.990	10.3
-1.993	10.3
-1.996	10.3
-1.999	10.3
-2.002	10.3
-2.005	10.3
-2.008	10.3
-2.010	10.3
-2.013	10.3
-2.016	10.3
-2.019	10.3
-2.022	10.3
-2.025	10.3
-2.028	10.3
-2.031	10.3
-2.034	10.4
-2.037	10.4
-2.040	10.4
-2.043	10.4
-2.046	10.4
-2.049	10.3
-2.052	10.3
-2.055	10.4
-2.058	10.4
-2.061	10.3
-2.064	10.3
-2.067	10.3
-2.070	10.3
-2.073	10.3
-2.076	10.3
-2.079	10.3
-2.082	10.3
-2.085	10.3
-2.088	10.4
-2.091	10.4
-2.094	10.4
-2.097	10.4
-2.099	10.4
-2.102	10.4
-2.105	10.4
-2.108	10.4
-2.111	10.4
-2.114	10.4
-2.117	10.4
-2.120	10.4
-2.123	10.4
-2.126	10.4
-2.129	10.4
-2.132	10.4
-2.135	10.4
-2.138	10.4
-2.141	10.4
-2.144	10.4
-2.147	10.4
-2.150	10.4
-2.153	10.4
-2.156	10.4
-2.159	10.4
-2.162	10.4
-2.165	10.4
-2.168	10.4
-2.171	10.4
-2.174	10.4
-2.177	10.4
-2.180	10.4
-2.183	10.4
-2.186	10.4
-2.188	10.4
-2.191	10.4
-2.194	10.4
-2.197	10.4
-2.200	10.4
-2.203	10.4
-2.206	10.4
-2.209	10.4
-2.212	10.4
-2.215	10.4
-2.218	10.4
-2.221	10.4
-2.224	10.4
-2.227	10.3
-2.230	10.4
-2.233	10.4
-2.236	10.4
-2.239	10.3
-2.242	10.4
-2.245	10.4
-2.248	10.4
-2.251	10.3
-2.254	10.3
-2.257	10.4
-2.260	10.3
-2.263	10.4
-2.266	10.4
-2.269	10.4
-2.272	10.4
-2.275	10.4
-2.277	10.4
-2.280	10.3
-2.283	10.3
-2.286	10.3
-2.289	10.3
-2.292	10.3
-2.295	10.3
-2.298	10.3
-2.301	10.3
-2.304	10.4
-2.307	10.4
-2.310	10.3
-2.313	10.4
-2.316	10.3
-2.319	10.3
-2.322	10.3
-2.325	10.3
-2.328	10.3
-2.331	10.3
-2.334	10.3
-2.337	10.4
-2.340	10.4
-2.343	10.4
-2.346	10.4
-2.349	10.4
-2.352	10.4
-2.355	10.4
-2.358	10.4
-2.361	10.4
-2.363	10.4
-2.366	10.4
-2.369	10.4
-2.372	10.4
-2.375	10.4
-2.378	10.4
-2.381	10.4
-2.384	10.4
-2.387	10.4
-2.390	10.4
-2.393	10.4
-2.396	10.4
-2.399	10.4
-2.402	10.4
-2.405	10.4
-2.408	10.4
-2.411	10.4
-2.414	10.4
-2.417	10.4
-2.420	10.4
-2.423	10.4
-2.426	10.4
-2.429	10.4
-2.432	10.4
-2.435	10.4
-2.438	10.4
-2.441	10.4
-2.444	10.4
-2.447	10.4
-2.449	10.4
-2.452	10.4
-2.455	10.4
-2.458	10.4
-2.461	10.4
-2.464	10.4
-2.467	10.4
-2.470	10.4
-2.473	10.4
-2.476	10.4
-2.479	10.4
-2.482	10.4
-2.485	10.4
-2.488	10.4
-2.491	10.4
-2.494	10.4
-2.497	10.4
-2.500	10.4
-2.503	10.4
-2.506	10.4
-2.509	10.4
-2.512	10.4
-2.515	10.4
-2.518	10.4
-2.521	10.4
-2.524	10.4
-2.527	10.4
-2.530	10.4
-2.533	10.4
-2.535	10.4
-2.538	10.4
-2.541	10.4
-2.544	10.4
-2.547	10.4
-2.550	10.4
-2.553	10.4
-2.556	10.4
-2.559	10.4
-2.562	10.4
-2.565	10.4
-2.568	10.4
-2.571	10.4
-2.574	10.4
-2.577	10.4
-2.580	10.4
-2.583	10.4
-2.586	10.4
-2.589	10.4
-2.592	10.4
-2.595	10.4
-2.598	10.4
-2.601	10.4
-2.604	10.4
-2.607	10.4
-2.610	10.4
-2.613	10.4
-2.616	10.4
-2.619	10.4
-2.621	10.4
-2.624	10.4
-2.627	10.4
-2.630	10.4
-2.633	10.4
-2.636	10.4
-2.639	10.4
-2.642	10.4
-2.645	10.4
-2.648	10.4
-2.651	10.4
-2.654	10.4
-2.657	10.4
-2.660	10.4
-2.663	10.4
-2.666	10.4
-2.669	10.4
-2.672	10.4
-2.675	10.4
-2.678	10.4
-2.681	10.4
-2.684	10.4
-2.687	10.4
-2.690	10.4
-2.693	10.4
-2.696	10.4
-2.699	10.4
-2.702	10.4
-2.704	10.4
-2.707	10.4
-2.710	10.4
-2.713	10.4
-2.716	10.4
-2.719	10.4
-2.722	10.4
-2.725	10.4
-2.728	10.4
-2.731	10.4
-2.734	10.4
-2.737	10.4
-2.740	10.4
-2.743	10.4
-2.746	10.4
-2.749	10.4
-2.752	10.4
-2.755	10.4
-2.758	10.4
-2.761	10.4
-2.764	10.4
-2.767	10.4
-2.770	10.4
-2.773	10.4
-2.776	10.4
-2.779	10.4
-2.782	10.4
-2.785	10.4
-2.787	10.4
-2.790	10.4
-2.793	10.4
-2.796	10.4
-2.799	10.4
-2.802	10.4
-2.805	10.4
-2.808	10.4
-2.811	10.4
-2.814	10.4
-2.817	10.4
-2.820	10.4
-2.823	10.4
-2.826	10.4
-2.829	10.4
-2.832	10.4
-2.835	10.4
-2.838	10.4
-2.841	10.4
-2.844	10.4
-2.847	10.4
-2.850	10.4
-2.853	10.4
-2.856	10.4
-2.859	10.4
-2.862	10.4
-2.865	10.4
-2.867	10.4
-2.870	10.4
-2.873	10.4
-2.876	10.4
-2.879	10.4
-2.882	10.4
-2.885	10.4
-2.888	10.4
-2.891	10.5
-2.894	10.5
-2.897	10.5
-2.900	10.5
-2.903	10.5
-2.906	10.5
-2.909	10.5
-2.912	10.5
-2.915	10.5
-2.918	10.5
-2.921	10.5
-2.924	10.5
-2.927	10.4
-2.930	10.4
-2.933	10.4
-2.936	10.5
-2.939	10.5
-2.942	10.5
-2.945	10.5
-2.947	10.4
-2.950	10.5
-2.953	10.5
-2.956	10.5
-2.959	10.5
-2.962	10.5
-2.965	10.5
-2.968	10.5
-2.971	10.5
-2.974	10.5
-2.977	10.5
-2.980	10.5
-2.983	10.5
-2.986	10.5
-2.989	10.5
-2.992	10.5
-2.995	10.5
-2.998	10.5
-3.001	10.5
-3.004	10.5
-3.007	10.5
-3.010	10.5
-3.013	10.5
-3.016	10.5
-3.019	10.5
-3.022	10.5
-3.025	10.5
-3.027	10.5
-3.030	10.5
-3.033	10.5
-3.036	10.5
