#&a / °	I1 / %
-1.892	11.7
-1.895	11.7
-1.898	11.7
-1.901	11.7
-1.904	11.7
-1.907	11.7
-1.910	11.7
-1.913	11.7
-1.916	11.7
-1.918	11.7
-1.921	11.7
-1.924	11.7
-1.927	11.7
-1.930	11.7
-1.933	11.7
-1.936	11.7
-1.939	11.7
-1.942	11.7
-1.945	11.7
-1.948	11.7
-1.951	11.7
-1.954	11.7
-1.957	11.7
-1.960	11.7
-1.963	11.7
-1.966	11.7
-1.969	11.7
-1.972	11.7
-1.975	11.7
-1.978	11.7
-1.981	11.7
-1.984	11.7
-1.987	11.7
-1.990	11.7
-1.993	11.8
-1.996	11.8
-1.999	11.8
-2.002	11.7
-2.005	11.8
-2.008	11.7
-2.010	11.7
-2.013	11.7
-2.016	11.7
-2.019	11.7
-2.022	11.7
-2.025	11.7
-2.028	11.7
-2.031	11.7
-2.034	11.7
-2.037	11.7
-2.040	11.7
-2.043	11.7
-2.046	11.7
-2.049	11.7
-2.052	11.7
-2.055	11.7
-2.058	11.7
-2.061	11.7
-2.064	11.7
-2.067	11.7
-2.070	11.7
-2.073	11.7
-2.076	11.8
-2.079	11.8
-2.082	11.8
-2.085	11.7
-2.088	11.7
-2.091	11.8
-2.094	11.8
-2.097	11.8
-2.099	11.8
-2.102	11.8
-2.105	11.8
-2.108	11.8
-2.111	11.8
-2.114	11.8
-2.117	11.8
-2.120	11.8
-2.123	11.8
-2.126	11.7
-2.129	11.7
-2.132	11.7
-2.135	11.7
-2.138	11.7
-2.141	11.8
-2.144	11.8
-2.147	11.8
-2.150	11.7
-2.153	11.8
-2.156	11.7
-2.159	11.7
-2.162	11.8
-2.165	11.8
-2.168	11.7
-2.171	11.7
-2.174	11.7
-2.177	11.7
-2.180	11.8
-2.183	11.8
-2.186	11.8
-2.188	11.8
-2.191	11.8
-2.194	11.8
-2.197	11.8
-2.200	11.8
-2.203	11.8
-2.206	11.8
-2.209	11.8
-2.212	11.8
-2.215	11.8
-2.218	11.7
-2.221	11.7
-2.224	11.7
-2.227	11.7
-2.230	11.7
-2.233	11.7
-2.236	11.7
-2.239	11.7
-2.242	11.7
-2.245	11.7
-2.248	11.7
-2.251	11.7
-2.254	11.7
-2.257	11.7
-2.260	11.7
-2.263	11.7
-2.266	11.7
-2.269	11.7
-2.272	11.7
-2.275	11.7
-2.277	11.8
-2.280	11.7
-2.283	11.7
-2.286	11.7
-2.289	11.7
-2.292	11.7
-2.295	11.7
-2.298	11.7
-2.301	11.7
-2.304	11.7
-2.307	11.7
-2.310	11.7
-2.313	11.7
-2.316	11.7
-2.319	11.7
-2.322	11.8
-2.325	11.8
-2.328	11.8
-2.331	11.8
-2.334	11.8
-2.337	11.8
-2.340	11.7
-2.343	11.8
-2.346	11.7
-2.349	11.7
-2.352	11.7
-2.355	11.8
-2.358	11.7
-2.361	11.7
-2.363	11.7
-2.366	11.7
-2.369	11.7
-2.372	11.8
-2.375	11.8
-2.378	11.8
-2.381	11.8
-2.384	11.8
-2.387	11.8
-2.390	11.8
-2.393	11.8
-2.396	11.8
-2.399	11.8
-2.402	11.8
-2.405	11.8
-2.408	11.8
-2.411	11.8
-2.414	11.8
-2.417	11.8
-2.420	11.8
-2.423	11.8
-2.426	11.8
-2.429	11.8
-2.432	11.8
-2.435	11.8
-2.438	11.8
-2.441	11.8
-2.444	11.8
-2.447	11.8
-2.449	11.8
-2.452	11.8
-2.455	11.8
-2.458	11.8
-2.461	11.8
-2.464	11.8
-2.467	11.8
-2.470	11.8
-2.473	11.8
-2.476	11.8
-2.479	11.8
-2.482	11.8
-2.485	11.8
-2.488	11.8
-2.491	11.8
-2.494	11.8
-2.497	11.8
-2.500	11.8
-2.503	11.8
-2.506	11.8
-2.509	11.8
-2.512	11.8
-2.515	11.7
-2.518	11.7
-2.521	11.7
-2.524	11.7
-2.527	11.7
-2.530	11.7
-2.533	11.7
-2.535	11.7
-2.538	11.7
-2.541	11.7
-2.544	11.8
-2.547	11.7
-2.550	11.7
-2.553	11.7
-2.556	11.7
-2.559	11.7
-2.562	11.7
-2.565	11.8
-2.568	11.8
-2.571	11.8
-2.574	11.8
-2.577	11.7
-2.580	11.7
-2.583	11.8
-2.586	11.8
-2.589	11.7
-2.592	11.7
-2.595	11.8
-2.598	11.7
-2.601	11.8
-2.604	11.8
-2.607	11.8
-2.610	11.7
-2.613	11.7
-2.616	11.8
-2.619	11.7
-2.621	11.8
-2.624	11.8
-2.627	11.8
-2.630	11.8
-2.633	11.8
-2.636	11.8
-2.639	11.8
-2.642	11.8
-2.645	11.8
-2.648	11.8
-2.651	11.8
-2.654	11.8
-2.657	11.8
-2.660	11.8
-2.663	11.8
-2.666	11.8
-2.669	11.8
-2.672	11.8
-2.675	11.8
-2.678	11.8
-2.681	11.8
-2.684	11.8
-2.687	11.8
-2.690	11.8
-2.693	11.8
-2.696	11.8
-2.699	11.8
-2.702	11.8
-2.704	11.8
-2.707	11.8
-2.710	11.8
-2.713	11.8
-2.716	11.8
-2.719	11.8
-2.722	11.8
-2.725	11.8
-2.728	11.8
-2.731	11.8
-2.734	11.8
-2.737	11.8
-2.740	11.8
-2.743	11.8
-2.746	11.8
-2.749	11.8
-2.752	11.8
-2.755	11.8
-2.758	11.8
-2.761	11.8
-2.764	11.8
-2.767	11.8
-2.770	11.8
-2.773	11.8
-2.776	11.8
-2.779	11.8
-2.782	11.8
-2.785	11.8
-2.787	11.8
-2.790	11.8
-2.793	11.8
-2.796	11.8
-2.799	11.8
-2.802	11.8
-2.805	11.8
-2.808	11.8
-2.811	11.8
-2.814	11.8
-2.817	11.8
-2.820	11.8
-2.823	11.8
-2.826	11.8
-2.829	11.8
-2.832	11.8
-2.835	11.8
-2.838	11.8
-2.841	11.8
-2.844	11.8
-2.847	11.8
-2.850	11.8
-2.853	11.8
-2.856	11.8
-2.859	11.8
-2.862	11.8
-2.865	11.8
-2.867	11.8
-2.870	11.8
-2.873	11.8
-2.876	11.8
-2.879	11.8
-2.882	11.8
-2.885	11.8
-2.888	11.8
-2.891	11.8
-2.894	11.8
-2.897	11.8
-2.900	11.8
-2.903	11.8
-2.906	11.8
-2.909	11.9
-2.912	11.9
-2.915	11.8
-2.918	11.8
-2.921	11.9
-2.924	11.9
-2.927	11.8
-2.930	11.8
-2.933	11.8
-2.936	11.8
-2.939	11.8
-2.942	11.8
-2.945	11.8
-2.947	11.8
-2.950	11.8
-2.953	11.8
-2.956	11.8
-2.959	11.8
-2.962	11.8
-2.965	11.8
-2.968	11.8
-2.971	11.8
-2.974	11.8
-2.977	11.8
-2.980	11.8
-2.983	11.9
-2.986	11.9
-2.989	11.9
-2.992	11.9
-2.995	11.9
-2.998	11.9
-3.001	11.9
-3.004	11.9
-3.007	11.9
-3.010	11.9
-3.013	11.9
-3.016	11.9
-3.019	11.9
-3.022	11.9
-3.025	11.9
-3.027	11.9
-3.030	11.8
-3.033	11.9
-3.036	11.9
