x-axis,1
second,Volt
-3.40000E-03,+15.37502E-03
-3.35000E-03,-249.98E-06
-3.30000E-03,-249.98E-06
-3.25000E-03,-249.98E-06
-3.20000E-03,-249.98E-06
-3.15000E-03,-15.87498E-03
-3.10000E-03,+15.37502E-03
-3.05000E-03,-249.98E-06
-3.00000E-03,-249.98E-06
-2.95000E-03,-249.98E-06
-2.90000E-03,-249.98E-06
-2.85000E-03,-249.98E-06
-2.80000E-03,+15.37502E-03
-2.75000E-03,+31.00002E-03
-2.70000E-03,-31.49998E-03
-2.65000E-03,-249.98E-06
-2.60000E-03,+15.37502E-03
-2.55000E-03,+15.37502E-03
-2.50000E-03,+15.37502E-03
-2.45000E-03,+15.37502E-03
-2.40000E-03,+31.00002E-03
-2.35000E-03,-249.98E-06
-2.30000E-03,-15.87498E-03
-2.25000E-03,-249.98E-06
-2.20000E-03,-249.98E-06
-2.15000E-03,-249.98E-06
-2.10000E-03,-15.87498E-03
-2.05000E-03,-249.98E-06
-2.00000E-03,-249.98E-06
-1.95000E-03,+15.37502E-03
-1.90000E-03,+15.37502E-03
-1.85000E-03,-249.98E-06
-1.80000E-03,-249.98E-06
-1.75000E-03,-15.87498E-03
-1.70000E-03,+15.37502E-03
-1.65000E-03,-249.98E-06
-1.60000E-03,+15.37502E-03
-1.55000E-03,-249.98E-06
-1.50000E-03,-15.87498E-03
-1.45000E-03,+15.37502E-03
-1.40000E-03,-249.98E-06
-1.35000E-03,+15.37502E-03
-1.30000E-03,+15.37502E-03
-1.25000E-03,+15.37502E-03
-1.20000E-03,-15.87498E-03
-1.15000E-03,-249.98E-06
-1.10000E-03,-15.87498E-03
-1.05000E-03,-249.98E-06
-1.00000E-03,-249.98E-06
-950.00E-06,+15.37502E-03
-900.00E-06,+15.37502E-03
-850.00E-06,-249.98E-06
-800.00E-06,+15.37502E-03
-750.00E-06,-249.98E-06
-700.00E-06,+15.37502E-03
-650.00E-06,-249.98E-06
-600.00E-06,-249.98E-06
-550.00E-06,-249.98E-06
-500.00E-06,-249.98E-06
-450.00E-06,+15.37502E-03
-400.00E-06,+15.37502E-03
-350.00E-06,+15.37502E-03
-300.00E-06,-249.98E-06
-250.00E-06,-249.98E-06
-200.00E-06,-249.98E-06
-150.00E-06,-249.98E-06
-100.00E-06,-249.98E-06
-50.00E-06,-249.98E-06
+0.0E+00,+31.00002E-03
+50.00E-06,+1.15600002E+00
+100.00E-06,+1.53100002E+00
+150.00E-06,+1.49975002E+00
+200.00E-06,+1.46850002E+00
+250.00E-06,+1.46850002E+00
+300.00E-06,+1.45287502E+00
+350.00E-06,+1.40600002E+00
+400.00E-06,+1.40600002E+00
+450.00E-06,+1.39037502E+00
+500.00E-06,+1.39037502E+00
+550.00E-06,+1.39037502E+00
+600.00E-06,+1.35912502E+00
+650.00E-06,+1.34350002E+00
+700.00E-06,+1.34350002E+00
+750.00E-06,+843.50002E-03
+800.00E-06,+1.35912502E+00
+850.00E-06,+1.34350002E+00
+900.00E-06,+1.34350002E+00
+950.00E-06,+1.34350002E+00
+1.00000E-03,+1.37475002E+00
+1.05000E-03,+1.34350002E+00
+1.10000E-03,+1.35912502E+00
+1.15000E-03,+1.35912502E+00
+1.20000E-03,+1.35912502E+00
+1.25000E-03,+1.35912502E+00
+1.30000E-03,+1.35912502E+00
+1.35000E-03,+1.35912502E+00
+1.40000E-03,+1.37475002E+00
+1.45000E-03,+1.35912502E+00
+1.50000E-03,+1.35912502E+00
+1.55000E-03,+1.35912502E+00
+1.60000E-03,+1.35912502E+00
+1.65000E-03,+1.32787502E+00
+1.70000E-03,+1.32787502E+00
+1.75000E-03,+1.29662502E+00
+1.80000E-03,+1.29662502E+00
+1.85000E-03,+1.29662502E+00
+1.90000E-03,+1.29662502E+00
+1.95000E-03,+1.26537502E+00
+2.00000E-03,+1.24975002E+00
+2.05000E-03,+1.24975002E+00
+2.10000E-03,+1.23412502E+00
+2.15000E-03,+765.37502E-03
+2.20000E-03,+1.24975002E+00
+2.25000E-03,+1.26537502E+00
+2.30000E-03,+1.26537502E+00
+2.35000E-03,+1.24975002E+00
+2.40000E-03,+1.24975002E+00
+2.45000E-03,+1.26537502E+00
+2.50000E-03,+1.24975002E+00
+2.55000E-03,+1.28100002E+00
+2.60000E-03,+1.28100002E+00
+2.65000E-03,+1.28100002E+00
+2.70000E-03,+1.29662502E+00
+2.75000E-03,+1.29662502E+00
+2.80000E-03,+1.28100002E+00
+2.85000E-03,+1.29662502E+00
+2.90000E-03,+1.28100002E+00
+2.95000E-03,+1.26537502E+00
+3.00000E-03,+1.28100002E+00
+3.05000E-03,+1.26537502E+00
+3.10000E-03,+1.24975002E+00
+3.15000E-03,+1.21850002E+00
+3.20000E-03,+1.21850002E+00
+3.25000E-03,+1.21850002E+00
+3.30000E-03,+1.18725002E+00
+3.35000E-03,+1.20287502E+00
+3.40000E-03,+1.17162502E+00
+3.45000E-03,+1.18725002E+00
+3.50000E-03,+1.17162502E+00
+3.55000E-03,+734.12502E-03
+3.60000E-03,+1.17162502E+00
+3.65000E-03,+1.15600002E+00
+3.70000E-03,+1.17162502E+00
+3.75000E-03,+1.17162502E+00
+3.80000E-03,+1.17162502E+00
+3.85000E-03,+1.18725002E+00
+3.90000E-03,+1.15600002E+00
+3.95000E-03,+1.20287502E+00
+4.00000E-03,+1.18725002E+00
+4.05000E-03,+1.21850002E+00
+4.10000E-03,+1.20287502E+00
+4.15000E-03,+1.20287502E+00
+4.20000E-03,+1.21850002E+00
+4.25000E-03,+1.21850002E+00
+4.30000E-03,+1.18725002E+00
+4.35000E-03,+1.18725002E+00
+4.40000E-03,+1.18725002E+00
+4.45000E-03,+1.17162502E+00
+4.50000E-03,+1.15600002E+00
+4.55000E-03,+1.15600002E+00
+4.60000E-03,+1.15600002E+00
+4.65000E-03,+1.15600002E+00
+4.70000E-03,+1.14037502E+00
+4.75000E-03,+1.12475002E+00
+4.80000E-03,+1.14037502E+00
+4.85000E-03,+1.14037502E+00
+4.90000E-03,+1.12475002E+00
+4.95000E-03,+687.25002E-03
+5.00000E-03,+1.12475002E+00
+5.05000E-03,+1.09350002E+00
+5.10000E-03,+1.10912502E+00
+5.15000E-03,+1.10912502E+00
+5.20000E-03,+1.12475002E+00
+5.25000E-03,+1.12475002E+00
+5.30000E-03,+1.14037502E+00
+5.35000E-03,+1.12475002E+00
+5.40000E-03,+1.14037502E+00
+5.45000E-03,+1.14037502E+00
