#winkel_B=130.0+-0.5
#winkel_Gerr=0.5
#farbe winkel_G wellenlänge
rot 78.0 0.5 690.752
rot 76.5 0.5 671.643
rot 76.0 0.5 623.440
orange 72.5 0.5 579.066
orange 72.0 0.5 576.960
grün 68.5 0.5 546.074
türkis 63.0 0.5 491.607
blau 57.0 0.5 435.833
violet 57.0 0.5 434.749
violet 57.0 0.5 433.922
violet 55.0 0.5 410.805
violet 55.0 0.5 407.783
violet 54.5 0.5 404.656
