6.320260426144246416e-07 4.271700000000000728e+04
6.321034673793855597e-07 4.225500000000000728e+04
6.321808921443463720e-07 4.258300000000000000e+04
6.322583169093072902e-07 4.170400000000000728e+04
6.323357416742681024e-07 4.308000000000000728e+04
6.324131664392290206e-07 4.275500000000000728e+04
6.324905912041898329e-07 4.343500000000000728e+04
6.325680159691507510e-07 4.232800000000000728e+04
6.326454407341115633e-07 4.241600000000000728e+04
6.327228654990724814e-07 4.203500000000000728e+04
6.328002902640332937e-07 4.286300000000000728e+04
6.328777150289942119e-07 4.360500000000000728e+04
6.329551397939550241e-07 4.283500000000000728e+04
6.330325645589159423e-07 4.335600000000000000e+04
6.331099893238768604e-07 4.296600000000000728e+04
6.331874140888376727e-07 4.349200000000000000e+04
6.332648388537985909e-07 4.370200000000000728e+04
6.333422636187594031e-07 4.393100000000000728e+04
6.334196883837203213e-07 4.345200000000000000e+04
6.334971131486811336e-07 4.451000000000000728e+04
6.335745379136420517e-07 4.440300000000000728e+04
6.336519626786028640e-07 4.550200000000000000e+04
6.337293874435637821e-07 4.533700000000000728e+04
6.338068122085245944e-07 4.635300000000000728e+04
6.338842369734855126e-07 4.768200000000000728e+04
6.339616617384463248e-07 4.586100000000000728e+04
6.340390865034072430e-07 4.513100000000000000e+04
6.341165112683680553e-07 4.640400000000000000e+04
6.341939360333289734e-07 4.607100000000000728e+04
6.342713607982897857e-07 4.826000000000000728e+04
6.343487855632507038e-07 5.136100000000000728e+04
6.344262103282116220e-07 5.473200000000000728e+04
6.345036350931724343e-07 5.774300000000000728e+04
6.345810598581333524e-07 5.700900000000000728e+04
6.346584846230941647e-07 5.486800000000000728e+04
6.347359093880550829e-07 5.166700000000000728e+04
6.348133341530158951e-07 4.957300000000000728e+04
6.348907589179768133e-07 4.761100000000000000e+04
6.349681836829376256e-07 4.584800000000000000e+04
6.350456084478985437e-07 4.568700000000000728e+04
6.351230332128593560e-07 4.512800000000000728e+04
6.352004579778202741e-07 4.576400000000000728e+04
6.352778827427810864e-07 4.545200000000000728e+04
6.353553075077420046e-07 4.607200000000000728e+04
6.354327322727028168e-07 4.739900000000000728e+04
6.355101570376637350e-07 4.834000000000000728e+04
6.355875818026246531e-07 4.816000000000000728e+04
6.356650065675854654e-07 4.718600000000000728e+04
6.357424313325463836e-07 4.563000000000000728e+04
6.358198560975071958e-07 4.638800000000000728e+04
6.358972808624681140e-07 4.647200000000000728e+04
6.359747056274289263e-07 4.651500000000000728e+04
6.360521303923898444e-07 4.646700000000000728e+04
6.361295551573506567e-07 4.547700000000000728e+04
6.362069799223115748e-07 4.611300000000000728e+04
6.362844046872723871e-07 4.647400000000000000e+04
6.363618294522333053e-07 4.640600000000000000e+04
6.364392542171941175e-07 4.663200000000000728e+04
6.365166789821550357e-07 4.644400000000000728e+04
6.365941037471158480e-07 4.645300000000000728e+04
6.366715285120767661e-07 4.708300000000000000e+04
6.367489532770376843e-07 4.866200000000000000e+04
6.368263780419984965e-07 4.984900000000000728e+04
6.369038028069594147e-07 5.133600000000000728e+04
6.369812275719202270e-07 5.320100000000000000e+04
6.370586523368811451e-07 5.217000000000000728e+04
6.371360771018419574e-07 5.023100000000000728e+04
6.372135018668028756e-07 4.894400000000000728e+04
6.372909266317636878e-07 4.776400000000000728e+04
6.373683513967246060e-07 4.636500000000000728e+04
6.374457761616854182e-07 4.615800000000000000e+04
6.375232009266463364e-07 4.585000000000000728e+04
6.376006256916071487e-07 4.412600000000000728e+04
6.376780504565680668e-07 4.432700000000000728e+04
6.377554752215288791e-07 4.439700000000000000e+04
6.378328999864897973e-07 4.450500000000000728e+04
6.379103247514507154e-07 4.608000000000000728e+04
6.379877495164115277e-07 4.669700000000000728e+04
6.380651742813724458e-07 4.707100000000000728e+04
6.381425990463332581e-07 4.759300000000000728e+04
6.382200238112941763e-07 4.704400000000000728e+04
6.382974485762549885e-07 4.756500000000000728e+04
6.383748733412159067e-07 4.793500000000000000e+04
6.384522981061767190e-07 4.805800000000000728e+04
6.385297228711376371e-07 4.677800000000000000e+04
6.386071476360984494e-07 4.604300000000000728e+04
6.386845724010593675e-07 4.590500000000000728e+04
6.387619971660201798e-07 4.662100000000000000e+04
6.388394219309810980e-07 4.579300000000000728e+04
6.389168466959419102e-07 4.607700000000000728e+04
6.389942714609028284e-07 4.622000000000000000e+04
6.390716962258636407e-07 4.563600000000000000e+04
6.391491209908245588e-07 4.612800000000000728e+04
6.392265457557854770e-07 4.566400000000000000e+04
6.393039705207462892e-07 4.607700000000000728e+04
6.393813952857072074e-07 4.542500000000000728e+04
6.394588200506680197e-07 4.536100000000000000e+04
6.395362448156289378e-07 4.621700000000000728e+04
6.396136695805897501e-07 4.531300000000000000e+04
6.396910943455506682e-07 4.538800000000000728e+04
6.397685191105114805e-07 4.605800000000000000e+04
6.398459438754723987e-07 4.540700000000000728e+04
6.399233686404332109e-07 4.461900000000000728e+04
